jour,citations,OAdes,OAlab,year,auth_count,Volume,Issue,apc_cat,AIS,JCR_quart,field
FUNGAL DIVERSITY,142,Other Gold,Other Gold,2014,5,67,1,hiAPC,3.525,1,Mycology
FUNGAL DIVERSITY,128,Green Accepted,Green,2014,18,69,1,noAPC,3.525,1,Mycology
FUNGAL DIVERSITY,27,Green Accepted,Green,2015,5,73,1,noAPC,3.525,1,Mycology
FUNGAL DIVERSITY,248,Green Accepted,Green,2016,112,80,1,noAPC,3.525,1,Mycology
FUNGAL DIVERSITY,36,Other Gold,Other Gold,2018,10,90,1,hiAPC,3.525,1,Mycology
FUNGAL DIVERSITY,27,Other Gold,Other Gold,2018,12,92,1,hiAPC,3.525,1,Mycology
FUNGAL DIVERSITY,12,Green Published,Green,2018,12,92,1,noAPC,3.525,1,Mycology
LICHENOLOGIST,7,Green Accepted,Green,2018,4,50,2,noAPC,0.376,3,Mycology
LICHENOLOGIST,4,Other Gold,Other Gold,2018,3,50,2,lowAPC,0.376,3,Mycology
MYCOTAXON,6,Other Gold,Other Gold,2013,3,126,NA,lowAPC,0.168,4,Mycology
MYCOTAXON,1,Other Gold,Other Gold,2013,3,126,NA,lowAPC,0.168,4,Mycology
MYCOTAXON,3,Other Gold,Other Gold,2013,6,126,NA,lowAPC,0.168,4,Mycology
MYCOTAXON,1,Other Gold,Other Gold,2013,2,126,NA,lowAPC,0.168,4,Mycology
MYCOTAXON,3,Green Accepted,Green,2013,3,126,NA,noAPC,0.168,4,Mycology
MYCOTAXON,8,Other Gold,Other Gold,2013,6,126,NA,lowAPC,0.168,4,Mycology
MYCOTAXON,4,Other Gold,Other Gold,2013,4,126,NA,lowAPC,0.168,4,Mycology
MYCOTAXON,0,Other Gold,Other Gold,2013,3,126,NA,lowAPC,0.168,4,Mycology
MYCOTAXON,3,Other Gold,Other Gold,2013,3,126,NA,lowAPC,0.168,4,Mycology
MYCOTAXON,6,Other Gold,Other Gold,2013,2,126,NA,lowAPC,0.168,4,Mycology
MYCOTAXON,0,Other Gold,Other Gold,2014,3,129,2,lowAPC,0.168,4,Mycology
MYCOTAXON,5,Other Gold,Other Gold,2014,5,129,2,lowAPC,0.168,4,Mycology
MYCOTAXON,1,Other Gold,Other Gold,2014,4,129,2,lowAPC,0.168,4,Mycology
MYCOTAXON,2,Other Gold,Other Gold,2014,2,129,2,lowAPC,0.168,4,Mycology
MYCOTAXON,1,Other Gold,Other Gold,2014,3,129,2,lowAPC,0.168,4,Mycology
MYCOTAXON,93,Other Gold,Other Gold,2014,4,129,2,lowAPC,0.168,4,Mycology
MYCOTAXON,2,Green Published,Green,2014,4,129,2,noAPC,0.168,4,Mycology
MYCOTAXON,4,Other Gold,Other Gold,2014,1,129,2,lowAPC,0.168,4,Mycology
MYCOTAXON,0,Other Gold,Other Gold,2014,5,129,2,lowAPC,0.168,4,Mycology
MYCOTAXON,11,Other Gold,Other Gold,2014,2,129,2,lowAPC,0.168,4,Mycology
MYCOTAXON,1,Other Gold,Other Gold,2014,5,129,2,lowAPC,0.168,4,Mycology
MYCOTAXON,3,Other Gold,Other Gold,2014,5,129,2,lowAPC,0.168,4,Mycology
MYCOTAXON,2,Other Gold,Other Gold,2015,4,130,1,lowAPC,0.168,4,Mycology
MYCOTAXON,3,Other Gold,Other Gold,2015,4,130,1,lowAPC,0.168,4,Mycology
MYCOTAXON,4,Other Gold,Other Gold,2015,3,130,1,lowAPC,0.168,4,Mycology
MYCOTAXON,0,Other Gold,Other Gold,2015,1,130,1,lowAPC,0.168,4,Mycology
MYCOTAXON,6,Other Gold,Other Gold,2015,9,130,1,lowAPC,0.168,4,Mycology
MYCOTAXON,0,Other Gold,Other Gold,2015,3,130,1,lowAPC,0.168,4,Mycology
MYCOTAXON,3,Other Gold,Other Gold,2015,3,130,1,lowAPC,0.168,4,Mycology
MYCOTAXON,16,Green Published,Green,2015,3,130,1,noAPC,0.168,4,Mycology
MYCOTAXON,3,Other Gold,Other Gold,2015,5,130,1,lowAPC,0.168,4,Mycology
MYCOTAXON,1,Other Gold,Other Gold,2015,2,130,1,lowAPC,0.168,4,Mycology
MYCOTAXON,0,Other Gold,Other Gold,2015,5,130,1,lowAPC,0.168,4,Mycology
MYCOTAXON,1,Other Gold,Other Gold,2015,4,130,1,lowAPC,0.168,4,Mycology
MYCOTAXON,8,Other Gold,Other Gold,2015,3,130,1,lowAPC,0.168,4,Mycology
MYCOTAXON,1,Other Gold,Other Gold,2015,4,130,1,lowAPC,0.168,4,Mycology
MYCOTAXON,0,Other Gold,Other Gold,2015,4,130,1,lowAPC,0.168,4,Mycology
MYCOTAXON,2,Other Gold,Other Gold,2015,4,130,1,lowAPC,0.168,4,Mycology
MYCOTAXON,1,Other Gold,Other Gold,2015,5,130,1,lowAPC,0.168,4,Mycology
MYCOTAXON,2,Green Published,Green,2015,4,130,1,noAPC,0.168,4,Mycology
MYCOTAXON,1,Other Gold,Other Gold,2015,3,130,1,lowAPC,0.168,4,Mycology
MYCOTAXON,4,Other Gold,Other Gold,2015,5,130,1,lowAPC,0.168,4,Mycology
MYCOTAXON,6,Other Gold,Other Gold,2015,5,130,1,lowAPC,0.168,4,Mycology
MYCOTAXON,2,Other Gold,Other Gold,2015,3,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,4,Other Gold,Other Gold,2015,3,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,12,Other Gold,Other Gold,2015,3,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,1,Other Gold,Other Gold,2015,3,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,6,Other Gold,Other Gold,2015,6,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,5,Other Gold,Other Gold,2015,7,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,1,Other Gold,Other Gold,2015,4,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,2,Other Gold,Other Gold,2015,2,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,1,Other Gold,Other Gold,2015,2,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,4,Other Gold,Other Gold,2015,3,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,4,Other Gold,Other Gold,2015,6,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,1,Other Gold,Other Gold,2015,3,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,2,Other Gold,Other Gold,2015,3,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,2,Other Gold,Other Gold,2015,3,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,1,Other Gold,Other Gold,2015,4,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,3,Other Gold,Other Gold,2015,4,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,2,Other Gold,Other Gold,2015,3,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,4,Other Gold,Other Gold,2015,4,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,3,Other Gold,Other Gold,2015,3,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,3,Other Gold,Other Gold,2015,4,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,4,Other Gold,Other Gold,2015,4,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,6,Other Gold,Other Gold,2015,3,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,7,Other Gold,Other Gold,2015,5,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,5,Other Gold,Other Gold,2015,3,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,1,Other Gold,Other Gold,2015,3,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,4,Other Gold,Other Gold,2015,3,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,2,Other Gold,Other Gold,2015,4,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,1,Other Gold,Other Gold,2015,3,130,2,lowAPC,0.168,4,Mycology
MYCOTAXON,0,Green Published,Green,2018,5,133,3,noAPC,0.168,4,Mycology
MYCOTAXON,2,Other Gold,Other Gold,2018,5,133,3,lowAPC,0.168,4,Mycology
MYCOTAXON,5,Other Gold,Other Gold,2018,2,133,3,lowAPC,0.168,4,Mycology
MYCOTAXON,1,Other Gold,Other Gold,2018,4,133,3,lowAPC,0.168,4,Mycology
MYCOLOGICAL PROGRESS,14,Other Gold,Other Gold,2014,4,13,3,lowAPC,0.554,3,Mycology
MYCOLOGICAL PROGRESS,43,Other Gold,Other Gold,2014,5,13,3,lowAPC,0.554,3,Mycology
MYCOLOGICAL PROGRESS,4,Green Published,Green,2014,5,13,3,noAPC,0.554,3,Mycology
MYCOLOGICAL PROGRESS,14,Other Gold,Other Gold,2014,6,13,3,lowAPC,0.554,3,Mycology
MYCOLOGICAL PROGRESS,14,Other Gold,Other Gold,2014,2,13,4,lowAPC,0.554,3,Mycology
MYCOLOGICAL PROGRESS,17,Other Gold,Other Gold,2014,6,13,4,lowAPC,0.554,3,Mycology
MYCOLOGICAL PROGRESS,19,Other Gold,Other Gold,2014,2,13,4,lowAPC,0.554,3,Mycology
MYCOLOGICAL PROGRESS,21,Other Gold,Other Gold,2014,5,13,4,lowAPC,0.554,3,Mycology
MYCOLOGICAL PROGRESS,5,Green Accepted,Green,2014,9,13,4,noAPC,0.554,3,Mycology
MYCOLOGICAL PROGRESS,12,Other Gold,Other Gold,2015,3,14,10,lowAPC,0.554,3,Mycology
MYCOLOGICAL PROGRESS,22,Green Published,Green,2015,2,14,10,noAPC,0.554,3,Mycology
MYCOLOGICAL PROGRESS,15,Green Published,Green,2016,9,15,3,noAPC,0.554,3,Mycology
MYCOLOGICAL PROGRESS,6,Green Accepted,Green,2017,4,16,5,noAPC,0.554,3,Mycology
MYCOLOGICAL PROGRESS,3,Green Published,Green,2018,6,17,10,noAPC,0.554,3,Mycology
MYCOLOGICAL PROGRESS,12,Green Accepted,Green,2018,5,17,4,noAPC,0.554,3,Mycology
MYCOPATHOLOGIA,3,Green Published,Green,2013,14,175,1-2,noAPC,0.476,3,Mycology
MYCOPATHOLOGIA,1,Green Published,Green,2013,10,175,3-4,noAPC,0.476,3,Mycology
MYCOPATHOLOGIA,14,Green Published,Green,2014,7,178,1-2,noAPC,0.476,3,Mycology
MYCOPATHOLOGIA,14,Green Published,Green,2015,5,180,1-2,noAPC,0.476,3,Mycology
MYCOPATHOLOGIA,13,Green Published,Green,2016,5,181,3-4,noAPC,0.476,3,Mycology
MYCOPATHOLOGIA,13,Green Published,Green,2016,9,181,3-4,noAPC,0.476,3,Mycology
MYCOPATHOLOGIA,2,Green Published,Green,2016,8,181,3-4,noAPC,0.476,3,Mycology
MYCOPATHOLOGIA,2,Green Published,Green,2016,3,181,7-8,noAPC,0.476,3,Mycology
MYCOPATHOLOGIA,6,Green Published,Green,2016,3,181,9-10,noAPC,0.476,3,Mycology
MYCOPATHOLOGIA,2,Green Published,Green,2017,5,182,7-8,noAPC,0.476,3,Mycology
MYCOPATHOLOGIA,12,Green Published,Green,2017,6,182,7-8,noAPC,0.476,3,Mycology
MYCOPATHOLOGIA,1,Green Published,Green,2017,10,182,9-10,noAPC,0.476,3,Mycology
MYCOPATHOLOGIA,8,Green Accepted,Green,2018,5,183,4,noAPC,0.476,3,Mycology
MYCOPATHOLOGIA,4,Green Published,Green,2018,5,183,4,noAPC,0.476,3,Mycology
MYCOPATHOLOGIA,1,Green Published,Green,2018,6,183,6,noAPC,0.476,3,Mycology
MYCOTOXIN RESEARCH,31,Green Accepted,Green,2015,7,31,1,noAPC,0.571,3,Mycology
MYCOTOXIN RESEARCH,22,"Green Published, Green Accepted",Green,2017,9,33,4,noAPC,0.571,3,Mycology
MYCOTOXIN RESEARCH,8,Green Published,Green,2018,6,34,3,noAPC,0.571,3,Mycology
MYCOTOXIN RESEARCH,8,Green Accepted,Green,2018,10,34,3,noAPC,0.571,3,Mycology
MYCOTOXIN RESEARCH,13,Green Accepted,Green,2018,9,34,4,noAPC,0.571,3,Mycology
JOURNAL OF PSYCHOPHARMACOLOGY,10,Green Accepted,Green,2013,6,27,9,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,11,Green Accepted,Green,2014,6,28,10,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,6,Green Accepted,Green,2014,5,28,10,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,4,"Green Accepted, Green Published",Green,2014,6,28,10,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,28,Green Published,Green,2014,6,28,9,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,78,Green Accepted,Green,2014,6,28,9,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,2,Green Accepted,Green,2015,5,29,10,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,17,Green Accepted,Green,2015,13,29,10,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,75,Green Accepted,Green,2015,3,29,11,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,2,Green Accepted,Green,2015,2,29,4,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,10,"Green Published, Green Accepted",Green,2015,3,29,4,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,8,Green Published,Green,2016,11,30,1,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,23,Green Published,Green,2016,15,30,1,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,7,Green Accepted,Green,2016,1,30,10,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,28,Green Accepted,Green,2016,5,30,12,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,58,Green Accepted,Green,2016,7,30,12,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,7,Green Accepted,Green,2016,3,30,2,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,9,Green Published,Green,2016,3,30,2,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,7,Green Accepted,Green,2017,9,31,1,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,6,Green Published,Green,2017,4,31,1,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,6,Green Accepted,Green,2017,2,31,1,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,5,Green Published,Green,2017,11,31,10,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,2,"Green Published, Green Accepted",Green,2017,6,31,10,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,8,Green Accepted,Green,2017,15,31,12,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,20,Green Accepted,Green,2017,3,31,3,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,40,Green Accepted,Green,2017,2,31,5,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,3,Green Accepted,Green,2017,4,31,5,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,3,Green Accepted,Green,2017,5,31,8,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,3,Green Accepted,Green,2017,4,31,8,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,4,Green Accepted,Green,2017,5,31,9,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,2,Green Accepted,Green,2018,4,32,12,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,5,Green Accepted,Green,2018,5,32,12,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,3,Green Accepted,Green,2018,10,32,2,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,8,Green Accepted,Green,2018,6,32,2,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,3,Green Accepted,Green,2018,9,32,5,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,4,Green Accepted,Green,2018,7,32,6,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,7,Green Accepted,Green,2018,12,32,6,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,20,Green Accepted,Green,2018,5,32,7,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,6,Green Published,Green,2018,2,32,7,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,0,Green Accepted,Green,2018,4,32,7,noAPC,1.144,2,Neuroscience
JOURNAL OF PSYCHOPHARMACOLOGY,2,Green Accepted,Green,2018,6,32,8,noAPC,1.144,2,Neuroscience
CEREBRAL CORTEX,33,Other Gold,Other Gold,2013,5,23,11,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,46,Other Gold,Other Gold,2013,3,23,11,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,22,Green Published,Green,2013,9,23,11,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,40,Green Published,Green,2013,8,23,2,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,43,Green Published,Green,2013,7,23,4,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,85,Green Published,Green,2013,3,23,4,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,43,Other Gold,Other Gold,2013,10,23,5,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,11,Green Published,Green,2013,4,23,9,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,30,Green Published,Green,2013,6,23,9,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,61,Green Published,Green,2014,4,24,11,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,53,Green Published,Green,2014,4,24,11,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,15,"Green Published, Green Accepted",Green,2014,3,24,8,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,78,Other Gold,Other Gold,2014,3,24,8,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,8,Green Published,Green,2014,9,24,8,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,22,Other Gold,Other Gold,2015,4,25,1,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,14,"Green Published, Green Accepted",Green,2015,4,25,1,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,11,Green Published,Green,2015,3,25,1,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,17,Green Accepted,Green,2015,7,25,1,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,21,"Green Published, Green Accepted",Green,2015,6,25,11,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,46,"Green Accepted, Green Published",Green,2015,4,25,11,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,65,Green Published,Green,2015,18,25,11,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,31,Green Accepted,Green,2015,3,25,12,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,33,Green Published,Green,2015,3,25,3,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,19,Other Gold,Other Gold,2015,7,25,7,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,12,Other Gold,Other Gold,2015,6,25,9,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,16,Green Published,Green,2015,7,25,9,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,10,Green Published,Green,2015,7,25,9,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,26,Green Published,Green,2015,4,25,9,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,19,Other Gold,Other Gold,2015,5,25,9,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,25,Other Gold,Other Gold,2016,5,26,1,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,16,Other Gold,Other Gold,2016,4,26,12,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,10,Green Published,Green,2016,4,26,2,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,23,Green Published,Green,2016,3,26,2,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,16,Green Published,Green,2016,3,26,3,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,54,Green Published,Green,2016,6,26,3,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,30,Other Gold,Other Gold,2016,11,26,4,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,33,Green Published,Green,2016,3,26,4,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,26,Green Published,Green,2016,6,26,5,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,11,Green Published,Green,2016,15,26,5,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,35,Green Published,Green,2016,6,26,5,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,10,Green Published,Green,2016,5,26,7,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,27,Other Gold,Other Gold,2017,6,27,1,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,35,Other Gold,Other Gold,2017,2,27,1,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,26,Other Gold,Other Gold,2017,4,27,10,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,18,Other Gold,Other Gold,2017,11,27,10,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,24,Other Gold,Other Gold,2017,2,27,10,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,8,Green Published,Green,2017,4,27,12,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,2,Other Gold,Other Gold,2017,8,27,12,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,24,Other Gold,Other Gold,2017,1,27,12,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,4,Other Gold,Other Gold,2017,11,27,12,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,42,Other Gold,Other Gold,2017,10,27,5,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,11,Other Gold,Other Gold,2017,10,27,6,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,6,Other Gold,Other Gold,2017,10,27,6,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,10,Other Gold,Other Gold,2017,7,27,6,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,20,Other Gold,Other Gold,2017,4,27,6,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,11,Other Gold,Other Gold,2017,8,27,6,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,27,Other Gold,Other Gold,2017,9,27,7,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,9,Other Gold,Other Gold,2017,3,27,7,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,1,"Green Published, Green Accepted",Green,2017,3,27,7,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,3,Other Gold,Other Gold,2017,5,27,7,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,9,Other Gold,Other Gold,2017,5,27,7,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,9,Other Gold,Other Gold,2017,2,27,7,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,23,Other Gold,Other Gold,2017,11,27,7,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,13,Other Gold,Other Gold,2017,2,27,7,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,12,Other Gold,Other Gold,2017,5,27,8,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,26,Other Gold,Other Gold,2017,2,27,8,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,17,Other Gold,Other Gold,2017,10,27,9,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,8,Green Published,Green,2017,6,27,9,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,18,Other Gold,Other Gold,2017,6,27,9,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,14,Other Gold,Other Gold,2018,13,28,1,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,13,Other Gold,Other Gold,2018,2,28,1,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,6,Other Gold,Other Gold,2018,8,28,1,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,19,Green Published,Green,2018,5,28,10,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,5,Green Published,Green,2018,9,28,11,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,7,Green Published,Green,2018,2,28,12,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,3,Green Published,Green,2018,4,28,12,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,7,Green Published,Green,2018,10,28,12,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,6,Green Published,Green,2018,13,28,12,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,18,Green Published,Green,2018,14,28,12,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,4,Green Published,Green,2018,6,28,12,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,7,Green Published,Green,2018,2,28,12,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,33,Green Published,Green,2018,11,28,12,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,2,Other Gold,Other Gold,2018,2,28,2,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,8,Other Gold,Other Gold,2018,2,28,2,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,15,Green Published,Green,2018,10,28,5,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,29,Green Published,Green,2018,9,28,6,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,4,Green Published,Green,2018,6,28,6,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,2,Other Gold,Other Gold,2018,11,28,6,hiAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,43,"Green Published, Green Accepted",Green,2018,11,28,7,noAPC,2.429,1,Neuroscience
CEREBRAL CORTEX,7,Green Published,Green,2018,16,28,7,noAPC,2.429,1,Neuroscience
PSYCHOPHARMACOLOGY,42,Green Accepted,Green,2013,3,225,2,noAPC,0.926,1,Neuroscience
PSYCHOPHARMACOLOGY,6,Green Accepted,Green,2013,2,225,2,noAPC,0.926,1,Neuroscience
PSYCHOPHARMACOLOGY,28,Green Accepted,Green,2013,4,225,2,noAPC,0.926,1,Neuroscience
PSYCHOPHARMACOLOGY,17,Green Accepted,Green,2013,8,225,2,noAPC,0.926,1,Neuroscience
PSYCHOPHARMACOLOGY,56,Green Accepted,Green,2013,3,225,2,noAPC,0.926,1,Neuroscience
PSYCHOPHARMACOLOGY,10,Green Published,Green,2013,6,225,2,noAPC,0.926,1,Neuroscience
PSYCHOPHARMACOLOGY,6,Green Accepted,Green,2013,2,225,3,noAPC,0.926,1,Neuroscience
PSYCHOPHARMACOLOGY,30,Green Accepted,Green,2013,4,225,3,noAPC,0.926,1,Neuroscience
PSYCHOPHARMACOLOGY,7,Green Accepted,Green,2013,2,225,3,noAPC,0.926,1,Neuroscience
PSYCHOPHARMACOLOGY,12,Green Accepted,Green,2013,6,225,3,noAPC,0.926,1,Neuroscience
